# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
9	9	0.696	*	CCW68667.1	XP_001566193.1	CBZ35565.1	KEG14540.1	KAG5500476.1	KAG5474389.1	KAG5474723.1	KPA85337.1	ORC89824.1
9	9	0.696	*	CCW69270.1	XP_001568994.1	CBZ38806.1	KEG08172.1	KAG5490240.1	KAG5464197.1	KAG5464931.1	KPA81358.1	ORC91422.1
9	9	0.696	*	CCW70795.1	XP_001563872.1	CBZ33242.1	KEG08668.1	KAG5508219.1	KAG5481547.1	KAG5481854.1	KPA76203.1	ORC85108.1
9	9	0.696	*	CCW70916.1	XP_001565602.1	CBZ34742.1	KEG05912.1	KAG5502840.1	KAG5476978.1	KAG5477240.1	KPA79554.1	ORC85695.1
9	9	0.696	*	CCW71287.1	XP_001561463.1	CBZ31106.1	KEG08498.1	KAG5512276.1	KAG5488092.1	KAG5488239.1	KPA73661.1	ORC91235.1
9	9	0.696	KNH07397.1	CCW66051.1	XP_001565351.1	CBZ34473.1	KEG07064.1	KAG5503422.1	KAG5477733.1	KAG5477973.1	KPA79108.1	*
9	9	0.696	KNH07618.1	*	XP_001566483.1	CBZ35864.1	KEG14686.1	KAG5490421.1	KAG5473797.1	KAG5473517.1	KPA80498.1	ORC90196.1
9	9	0.695	*	CCW66572.1	XP_001564443.1	CBZ37665.1	KEG13557.1	KAG5493946.1	KAG5468252.1	KAG5467851.1	KPA82253.1	ORC93596.1
9	9	0.695	*	CCW66941.1	XP_001568870.2	CBZ38677.1	KEG13382.1	KAG5490102.1	KAG5464054.1	KAG5464795.1	KPA80186.1	ORC92938.1
9	9	0.695	*	CCW68023.1	XP_001563147.1	CBZ32503.1	KEG13971.1	KAG5509489.1	KAG5483965.1	KAG5484277.1	KPA76577.1	ORC83885.1
9	9	0.695	*	CCW68298.1	XP_001565157.1	CBZ34288.1	KEG07549.1	KAG5504399.1	KAG5478683.1	KAG5478471.1	KPA83977.1	ORC89213.1
9	9	0.695	*	CCW71782.1	XP_001563702.1	CBZ33079.1	KEG10813.1	KAG5508809.1	KAG5482024.1	KAG5482381.1	KPA77920.1	ORC89908.1
9	9	0.694	*	CCW66756.1	XP_001563284.1	CBZ32631.1	KEG15013.1	KAG5509645.1	KAG5484118.1	KAG5484425.1	KPA76344.1	ORC84906.1
9	9	0.694	*	CCW66924.1	XP_001568889.1	CBZ38699.1	KEG08403.1	KAG5490126.1	KAG5464080.1	KAG5464822.1	KPA80234.1	ORC92923.1
9	9	0.694	*	CCW67111.1	XP_001568658.2	CBZ38464.1	KEG12199.1	KAG5489903.1	KAG5463852.1	KAG5464583.1	KPA79847.1	ORC93195.1
9	9	0.694	*	CCW67294.1	XP_001566572.1	CBZ35968.1	KEG14633.1	KAG5490322.1	KAG5473884.1	KAG5473607.1	KPA80639.1	ORC93457.1
9	9	0.694	*	CCW68962.1	XP_001568566.1	CBZ38375.1	KEG13000.1	KAG5492889.1	KAG5467053.1	KAG5466522.1	KPA86582.1	ORC91985.1
9	9	0.694	*	CCW69125.1	XP_001563934.1	CBZ33314.1	KEG10669.1	KAG5507541.1	KAG5480977.1	KAG5481299.1	KPA78435.1	ORC92597.1
9	9	0.694	*	CCW69471.1	XP_001568386.1	CBZ38193.1	KEG15201.1	KAG5492709.1	KAG5466870.1	KAG5466329.1	KPA86289.1	ORC92181.1
9	9	0.693	*	CCW67931.1	XP_001566652.1	CBZ36040.1	KEG10794.1	KAG5498528.1	KAG5472236.1	KAG5472616.1	KPA82981.1	ORC91075.1
9	9	0.693	*	CCW68458.1	XP_001567761.1	CBZ37132.1	KEG15574.1	KAG5496450.1	KAG5470797.1	KAG5470382.1	KPA85040.1	ORC87482.1
9	9	0.693	*	CCW68733.1	XP_001566107.2	CBZ35482.1	KEG11877.1	KAG5500398.1	KAG5474306.1	KAG5474638.1	KPA85473.1	ORC89737.1
9	9	0.693	*	CCW69255.1	XP_001569015.1	CBZ38828.1	KEG11674.1	KAG5490263.1	KAG5464221.1	KAG5464954.1	KPA81387.1	ORC91456.1
9	9	0.693	*	CCW71859.1	XP_001564275.1	CBZ33625.1	KEG08857.1	KAG5507114.1	KAG5480630.1	KAG5480962.1	KPA82935.1	ORC92352.1
9	9	0.692	KNH05670.1	*	XP_001568996.2	CBZ38807.1	KEG12867.1	KAG5490242.1	KAG5464198.1	KAG5464933.1	KPA81360.1	ORC91423.1
9	9	0.691	*	CCW66766.1	XP_001563255.2	CBZ32625.1	KEG11826.1	KAG5509623.1	KAG5484095.1	KAG5484401.1	KPA76387.1	ORC84884.1
9	9	0.691	*	CCW67107.1	XP_001568666.1	CBZ38472.1	KEG12208.1	KAG5489911.1	KAG5463860.1	KAG5464590.1	KPA79858.1	ORC93186.1
9	9	0.691	*	CCW67708.1	XP_001567605.1	CBZ36973.1	KEG14329.1	KAG5496290.1	KAG5470635.1	KAG5470220.1	KPA84813.1	ORC88233.1
9	9	0.691	*	CCW70040.1	XP_001569270.1	CBZ39087.1	KEG13048.1	KAG5490787.1	KAG5464474.1	KAG5465214.1	KPA81791.1	ORC85585.1
9	9	0.691	*	CCW71465.1	XP_001568021.1	CBZ37380.1	KEG09851.1	KAG5495198.1	KAG5469508.1	KAG5469152.1	KPA81086.1	ORC91567.1
9	9	0.69	*	CCW67097.1	XP_001568677.1	CBZ38484.1	KEG14217.1	KAG5489920.1	KAG5463869.1	KAG5464600.1	KPA79878.1	ORC93169.1
9	9	0.69	*	CCW69407.1	XP_001568302.1	CBZ38102.1	KEG10271.1	KAG5492615.1	KAG5466779.1	KAG5466233.1	KPA86134.1	ORC92335.1
9	9	0.69	*	CCW70659.1	XP_001567545.2	CBZ36912.1	KEG15398.1	KAG5496234.1	KAG5470576.1	KAG5470155.1	KPA84726.1	ORC88309.1
9	9	0.69	*	CCW71560.1	XP_001564200.1	CBZ33544.1	KEG08843.1	KAG5507045.1	KAG5480559.1	KAG5480886.1	KPA82724.1	ORC92462.1
9	9	0.69	KNH01723.1	*	XP_001566620.1	CBZ36008.1	KEG13749.1	KAG5499425.1	KAG5473924.1	KAG5473646.1	KPA80703.1	ORC93413.1
9	9	0.689	*	CCW66614.1	XP_001564399.1	CBZ37599.1	KEG13139.1	KAG5493886.1	KAG5468191.1	KAG5467789.1	KPA82167.1	ORC93526.1
9	9	0.689	*	CCW66999.1	XP_001568793.1	CBZ38603.1	KEG11391.1	KAG5490030.1	KAG5463985.1	KAG5464719.1	KPA80076.1	ORC93023.1
9	9	0.689	*	CCW67982.1	XP_001566712.1	CBZ36094.1	KEG09705.1	KAG5498580.1	KAG5472291.1	KAG5472669.1	KPA83062.1	ORC91009.1
9	9	0.689	*	CCW69932.1	XP_001569154.1	CBZ38973.1	KEG08884.1	KAG5490668.1	KAG5464362.1	KAG5465097.1	KPA81592.1	ORC91327.1
9	9	0.689	*	CCW70616.1	XP_001567495.1	CBZ36860.1	KEG13101.1	KAG5496183.1	KAG5470523.1	KAG5470101.1	KPA84655.1	ORC88368.1
9	9	0.688	*	CCW66050.1	XP_003723086.1	CBZ34474.1	KEG10516.1	KAG5503423.1	KAG5477734.1	KAG5477974.1	KPA79109.1	ORC88677.1
9	9	0.688	*	CCW66545.1	XP_001564470.1	CBZ37693.1	KEG12338.1	KAG5493973.1	KAG5468280.1	KAG5467879.1	KPA82291.1	ORC93631.1
9	9	0.688	*	CCW67927.1	XP_001566647.1	CBZ36035.1	KEG10330.1	KAG5498523.1	KAG5472231.1	KAG5472610.1	KPA82973.1	ORC91081.1
9	9	0.688	*	CCW68019.1	XP_001566755.1	CBZ36138.1	KEG12418.1	KAG5498623.1	KAG5472337.1	KAG5472715.1	KPA83121.1	ORC90961.1
9	9	0.688	*	CCW68445.1	XP_001567750.1	CBZ37121.1	KEG15589.1	KAG5496440.1	KAG5470786.1	KAG5470371.1	KPA85027.1	ORC87468.1
9	9	0.688	*	CCW69269.1	XP_001568998.1	CBZ38809.1	KEG12865.1	KAG5490244.1	KAG5464200.1	KAG5464935.1	KPA81362.1	ORC91425.1
9	9	0.688	*	CCW69984.1	XP_001569211.1	CBZ39031.1	KEG15226.1	KAG5490725.1	KAG5464418.1	KAG5465154.1	KPA81683.1	ORC90307.1
9	9	0.688	*	CCW70359.1	XP_001564857.1	CBZ33978.1	KEG13219.1	KAG5505793.1	KAG5479480.1	KAG5479867.1	KPA78330.1	ORC84192.1
9	9	0.688	*	CCW70620.1	XP_001567506.2	CBZ36870.1	KEG10977.1	KAG5496194.1	KAG5470535.1	KAG5470113.1	KPA84670.1	ORC88358.1
9	9	0.688	*	CCW70994.1	XP_001565659.1	CBZ34837.1	KEG11297.1	KAG5502933.1	KAG5477074.1	KAG5477338.1	KPA79718.1	ORC89613.1
9	9	0.688	KNH07733.1	*	XP_001568839.1	CBZ38646.1	KEG11407.1	KAG5490072.1	KAG5464024.1	KAG5464762.1	KPA80140.1	ORC92976.1
9	9	0.687	*	CCW68255.1	XP_001565104.1	CBZ34229.1	KEG08487.1	KAG5504343.1	KAG5478621.1	KAG5478409.1	KPA84107.1	ORC83712.1
9	9	0.687	*	CCW68848.1	XP_001561670.1	CBZ31330.1	KEG12015.1	KAG5511951.1	KAG5487761.1	KAG5488063.1	KPA73438.1	ORC93388.1
9	9	0.687	*	CCW69505.1	XP_001568431.1	CBZ38239.1	KEG12359.1	KAG5492755.1	KAG5466916.1	KAG5466375.1	KPA86382.1	ORC92129.1
9	9	0.687	*	CCW70627.1	XP_001567517.1	CBZ36882.1	KEG15371.1	KAG5496206.1	KAG5470546.1	KAG5470125.1	KPA84687.1	ORC88336.1
9	9	0.687	*	CCW71466.1	XP_001568018.1	CBZ37377.1	KEG09856.1	KAG5495195.1	KAG5469505.1	KAG5469149.1	KPA81089.1	ORC91563.1
9	9	0.687	KNH01737.1	*	XP_001568970.2	CBZ38782.1	KEG12401.1	KAG5490214.1	KAG5464171.1	KAG5464906.1	KPA81316.1	ORC91397.1
9	9	0.687	KNH04224.1	*	XP_001566482.1	CBZ35863.1	KEG14687.1	KAG5490422.1	KAG5473796.1	KAG5473516.1	KPA80499.1	ORC90195.1
9	9	0.686	*	CCW68139.1	XP_001566910.1	CBZ36309.1	KEG14885.1	KAG5498787.1	KAG5472507.1	KAG5472883.1	KPA83372.1	ORC90780.1
9	9	0.686	*	CCW68325.1	XP_001562954.1	CBZ32321.1	KEG09277.1	KAG5510108.1	KAG5484741.1	KAG5485348.1	KPA76967.1	ORC88565.1
9	9	0.686	*	CCW69136.1	XP_001563949.1	CBZ33330.1	KEG08485.1	KAG5507558.1	KAG5480994.1	KAG5481314.1	KPA78461.1	ORC92610.1
9	9	0.686	*	CCW70524.1	XP_001567387.2	CBZ36755.1	KEG14969.1	KAG5496080.1	KAG5470415.1	KAG5469992.1	KPA84506.1	ORC92562.1
9	9	0.686	KNH09755.1	*	XP_001562478.1	CBZ35146.1	KEG08720.1	KAG5502036.1	KAG5476556.1	KAG5476284.1	KPA74062.1	ORC92789.1
9	9	0.685	*	CCW69439.1	XP_001568341.2	CBZ38141.1	KEG12981.1	KAG5492656.1	KAG5466818.1	KAG5466273.1	KPA86209.1	ORC92239.1
9	9	0.685	*	CCW69481.1	XP_001568401.1	CBZ38208.1	KEG15182.1	KAG5492724.1	KAG5466885.1	KAG5466343.1	KPA86317.1	ORC92161.1
9	9	0.685	*	CCW71519.1	XP_001564150.1	CBZ33494.1	KEG09175.1	KAG5506997.1	KAG5480507.1	KAG5480836.1	KPA82635.1	ORC92509.1
9	9	0.684	*	CCW67874.1	XP_001563392.1	CBZ32770.1	KEG10037.1	KAG5509440.1	KAG5483352.1	KAG5483778.1	KPA77304.1	ORC86273.1
9	9	0.684	*	CCW69569.1	XP_001564090.1	CBZ33473.1	KEG14165.1	KAG5507697.1	KAG5481128.1	KAG5481454.1	KPA78683.1	ORC92764.1
9	9	0.683	*	CCW69934.1	XP_001569157.1	CBZ38976.1	KEG06806.1	KAG5490671.1	KAG5464365.1	KAG5465100.1	KPA81597.1	ORC91330.1
9	9	0.683	*	CCW71330.1	XP_001561511.1	CBZ31163.1	KEG14527.1	KAG5512326.1	KAG5488143.1	KAG5488293.1	KPA73777.1	ORC91174.1
9	9	0.683	*	CCW71912.1	XP_001568187.1	CBZ37982.1	KEG09879.1	KAG5492494.1	KAG5466659.1	KAG5466107.1	KPA85945.1	ORC84670.1
9	9	0.683	KNH07357.1	CCW69233.1	XP_001569042.1	CBZ38855.1	*	KAG5490291.1	KAG5464248.1	KAG5464983.1	KPA81429.1	ORC91385.1
9	9	0.682	*	CCW66253.1	XP_001567962.1	CBZ37320.1	KEG11950.1	KAG5495139.1	KAG5469448.1	KAG5469090.1	KPA81164.1	ORC90661.1
9	9	0.682	*	CCW66846.1	XP_001563167.1	CBZ32530.1	KEG10943.1	KAG5509528.1	KAG5484003.1	KAG5484307.1	KPA76539.1	ORC86185.1
9	9	0.682	*	CCW66908.1	XP_001568907.1	CBZ38717.1	KEG12724.1	KAG5490146.1	KAG5464099.1	KAG5464839.1	KPA81223.1	ORC85227.1
9	9	0.682	*	CCW67990.1	XP_001566720.1	CBZ36101.1	KEG13038.1	KAG5498587.1	KAG5472298.1	KAG5472676.1	KPA83070.1	ORC90996.1
9	9	0.682	*	CCW68163.1	XP_001566941.1	CBZ36342.1	KEG14429.1	KAG5498819.1	KAG5472539.1	KAG5472919.1	KPA83440.1	ORC90741.1
9	9	0.682	*	CCW70773.1	XP_001562491.1	CBZ35159.1	KEG10425.1	KAG5502050.1	KAG5476571.1	KAG5476298.1	KPA74041.1	ORC89673.1
9	9	0.682	*	CCW70907.1	XP_001565591.2	CBZ34731.1	KEG13651.1	KAG5502830.1	KAG5476966.1	KAG5477228.1	KPA79539.1	ORC85684.1
9	9	0.682	*	CCW72039.1	XP_001563478.1	CBZ32847.1	KEG08789.1	KAG5509060.1	KAG5482808.1	KAG5482987.1	KPA73303.1	ORC88073.1
9	9	0.682	KNH09404.1	CCW66889.1	XP_001568924.1	CBZ38736.1	*	KAG5490164.1	KAG5464119.1	KAG5464857.1	KPA81246.1	ORC85188.1
9	9	0.681	*	CCW66333.1	XP_001565052.1	CBZ34172.1	KEG07464.1	KAG5505019.1	KAG5479133.1	KAG5479297.1	KPA85801.1	ORC88012.1
9	9	0.681	*	CCW69133.1	XP_001563943.1	CBZ33323.1	KEG12155.1	KAG5507550.1	KAG5480986.1	KAG5481308.1	KPA78449.1	ORC92606.1
9	9	0.68	*	CCW71654.1	XP_001562576.1	CBZ31795.1	KEG15581.1	KAG5510938.1	KAG5486214.1	KAG5486867.1	KPA74296.1	ORC87474.1
9	9	0.68	KNH05759.1	CCW66579.1	XP_001564437.1	CBZ37658.1	*	KAG5493938.1	KAG5468244.1	KAG5467843.1	KPA82243.1	ORC93585.1
9	9	0.679	*	CCW66628.1	XP_001561718.1	CBZ31367.1	KEG10370.1	KAG5511627.1	KAG5487463.1	KAG5487802.1	KPA75471.1	ORC85455.1
9	9	0.679	*	CCW67164.1	XP_001564647.1	CBZ37864.1	KEG15438.1	KAG5494136.1	KAG5468455.1	KAG5468049.1	KPA82533.1	ORC93814.1
9	9	0.679	*	CCW71160.1	XP_001562186.1	CBZ32501.1	KEG13973.1	KAG5509487.1	KAG5483963.1	KAG5484275.1	KPA76579.1	ORC83883.1
9	9	0.678	*	CCW65967.1	XP_001565421.1	CBZ34524.1	KEG10047.1	KAG5503473.1	KAG5477784.1	KAG5478023.1	KPA79198.1	ORC80168.1
9	9	0.678	*	CCW66330.1	XP_001565049.1	CBZ34169.1	KEG11247.1	KAG5505016.1	KAG5479130.1	KAG5479294.1	KPA85796.1	ORC88009.1
9	9	0.678	KNH08670.1	CCW66351.1	XP_001565072.1	CBZ34190.1	KEG06277.1	KAG5505037.1	KAG5479152.1	KAG5479316.1	KPA85827.1	*
9	9	0.677	*	CCW67801.1	XP_001563568.1	CBZ32943.1	KEG10743.1	KAG5509148.1	KAG5482927.1	KAG5483083.1	KPA75070.1	ORC88186.1
9	9	0.677	*	CCW68108.1	XP_001566862.1	CBZ36263.1	KEG15624.1	KAG5498736.1	KAG5472460.1	KAG5472837.1	KPA83304.1	ORC90833.1
9	9	0.677	*	CCW71787.1	XP_001563697.1	CBZ33074.1	KEG12206.1	KAG5508803.1	KAG5482019.1	KAG5482376.1	KPA77913.1	ORC93188.1
9	9	0.677	KNH08206.1	*	XP_001564526.1	CBZ37746.1	KEG14138.1	KAG5494017.1	KAG5468326.1	KAG5467927.1	KPA82358.1	ORC93682.1
9	9	0.676	*	CCW67684.1	XP_001562939.1	CBZ32298.1	KEG13675.1	KAG5510093.1	KAG5484725.1	KAG5485333.1	KPA76939.1	ORC88581.1
9	9	0.676	*	CCW69015.1	XP_001561817.1	CBZ31465.1	KEG12384.1	KAG5511368.1	KAG5487011.1	KAG5487561.1	KPA80738.1	ORC91153.1
9	9	0.676	*	CCW71228.1	XP_001561969.1	CBZ31619.1	KEG09433.1	KAG5511165.1	KAG5486694.1	KAG5487245.1	KPA83623.1	ORC85247.1
9	9	0.675	*	CCW66166.1	XP_001563821.1	CBZ33208.1	KEG15288.1	KAG5508185.1	KAG5481516.1	KAG5481823.1	KPA76746.1	ORC90515.1
9	9	0.675	*	CCW67637.1	XP_001564315.2	CBZ37512.1	KEG15670.1	KAG5493792.1	KAG5468113.1	KAG5467705.1	KPA82012.1	ORC93252.1
9	9	0.675	*	CCW67845.1	XP_001563449.1	CBZ32814.1	KEG14819.1	KAG5509483.1	KAG5483396.1	KAG5483823.1	KPA77383.1	ORC86227.1
9	9	0.675	*	CCW68587.1	XP_001566293.1	CBZ35670.1	KEG10104.1	KAG5500580.1	KAG5474496.1	KAG5474837.1	KPA85158.1	ORC87016.1
9	9	0.675	*	CCW71429.1	XP_001565937.1	CBZ35316.1	KEG11888.1	KAG5501520.1	KAG5475403.1	KAG5475662.1	KPA81027.1	ORC91767.1
9	9	0.674	*	CCW66501.1	XP_001564530.1	CBZ37751.1	KEG14144.1	KAG5494023.1	KAG5468336.1	KAG5467932.1	KPA82367.1	ORC93688.1
9	9	0.674	*	CCW67091.1	XP_001568683.1	CBZ38490.1	KEG14211.1	KAG5489926.1	KAG5463875.1	KAG5464606.1	KPA79887.1	ORC93163.1
9	9	0.674	*	CCW69416.1	XP_001568313.1	CBZ38114.1	KEG10701.1	KAG5492626.1	KAG5466790.1	KAG5466244.1	KPA86167.1	ORC92271.1
9	9	0.674	KNH09602.1	CCW72150.1	XP_001563952.1	CBZ33333.1	KEG08481.1	KAG5507561.1	*	KAG5481317.1	KPA78473.1	ORC92614.1
9	9	0.673	*	CCW68238.1	XP_001565081.1	CBZ34204.1	KEG11195.1	KAG5504323.1	KAG5478596.1	KAG5478384.1	KPA84157.1	ORC89299.1
9	9	0.673	*	CCW69582.1	XP_001564074.1	CBZ33453.1	KEG08073.1	KAG5507678.1	KAG5481109.1	KAG5481435.1	KPA78639.1	ORC92743.1
9	9	0.673	*	CCW70573.1	XP_001567437.1	CBZ36807.1	KEG14740.1	KAG5496132.1	KAG5470469.1	KAG5470048.1	KPA84576.1	ORC88427.1
9	9	0.673	KNH03869.1	*	XP_003722978.1	CBZ33405.1	KEG13300.1	KAG5507635.1	KAG5481067.1	KAG5481389.1	KPA78586.1	ORC92693.1
9	9	0.673	KNH04768.1	CCW68507.1	*	CBZ31890.1	KEG12683.1	KAG5510797.1	KAG5485773.1	KAG5486450.1	KPA74734.1	ORC86453.1
9	9	0.671	*	CCW68348.1	XP_001566137.1	CBZ35513.1	KEG11397.1	KAG5500427.1	KAG5474340.1	KAG5474670.1	KPA85424.1	ORC88530.1
9	9	0.671	*	CCW72271.1	XP_001568277.1	CBZ38079.1	KEG14404.1	KAG5492584.1	KAG5466751.1	KAG5466205.1	KPA86096.1	ORC92308.1
9	9	0.67	*	CCW66464.1	XP_001564569.1	CBZ37785.1	KEG15307.1	KAG5494062.1	KAG5468377.1	KAG5467970.1	KPA82420.1	ORC93731.1
9	9	0.67	*	CCW66957.1	XP_001568852.1	CBZ38659.1	KEG08370.1	KAG5490084.1	KAG5464036.1	KAG5464777.1	KPA80163.1	ORC92959.1
9	9	0.67	*	CCW69142.1	XP_001564028.1	CBZ33404.1	KEG13301.1	KAG5507634.1	KAG5481066.1	KAG5481388.1	KPA78585.1	ORC92692.1
9	9	0.67	*	CCW72270.1	XP_001568278.1	CBZ38080.1	KEG14403.1	KAG5492585.1	KAG5466752.1	KAG5466206.1	KPA86097.1	ORC92309.1
9	9	0.67	KNH07280.1	*	XP_001564582.1	CBZ37799.1	KEG15324.1	KAG5494075.1	KAG5468390.1	KAG5467983.1	KPA82439.1	ORC93748.1
9	9	0.669	*	CCW67738.1	XP_001567648.1	CBZ37015.1	KEG11025.1	KAG5496333.1	KAG5470678.1	KAG5470262.1	KPA84882.1	ORC87354.1
9	9	0.669	*	CCW68631.1	XP_001566251.1	CBZ35622.1	KEG10507.1	KAG5500533.1	KAG5474449.1	KAG5474786.1	KPA85233.1	ORC87070.1
9	9	0.669	*	CCW68903.1	XP_001568492.1	CBZ38295.1	KEG12127.1	KAG5492812.1	KAG5466977.1	KAG5466442.1	KPA86475.1	ORC92071.1
9	9	0.669	KNH03650.1	CCW70770.1	XP_001562485.1	CBZ35153.1	KEG12567.1	KAG5502044.1	KAG5476564.1	KAG5476292.1	KPA74053.1	*
9	9	0.668	*	CCW65952.1	XP_001565454.1	CBZ34578.1	KEG09546.1	KAG5503525.1	KAG5477840.1	KAG5478078.1	KPA79281.1	ORC88827.1
9	9	0.668	*	CCW66378.1	XP_003723117.1	CBZ33784.1	KEG09620.1	KAG5506508.1	KAG5480067.1	KAG5480465.1	KPA75220.1	ORC88934.1
9	9	0.667	*	CCW67259.1	XP_001566628.1	CBZ36015.1	KEG13743.1	KAG5499432.1	KAG5473931.1	KAG5473653.1	KPA80713.1	ORC93407.1
9	9	0.667	*	CCW67266.1	XP_001566619.1	CBZ36007.1	KEG13750.1	KAG5499424.1	KAG5473923.1	KAG5473645.1	KPA80702.1	ORC93414.1
9	9	0.667	*	CCW69605.1	XP_001564049.1	CBZ33424.1	KEG15148.1	KAG5507653.1	KAG5481086.1	KAG5481408.1	KPA78605.1	ORC92711.1
9	9	0.667	*	CCW70449.1	XP_001566014.1	CBZ35392.1	KEG10195.1	KAG5504506.1	KAG5475477.1	KAG5475739.1	KPA84195.1	ORC83409.1
9	9	0.667	*	CCW70604.1	XP_001567475.1	CBZ36845.1	KEG12994.1	KAG5496169.1	KAG5470508.1	KAG5470086.1	KPA84633.1	ORC88385.1
9	9	0.666	*	CCW67363.1	XP_001566498.2	CBZ35881.1	KEG09771.1	KAG5490402.1	KAG5473810.1	KAG5473529.1	KPA80512.1	ORC90209.1
9	9	0.666	*	CCW67693.1	XP_001562948.1	CBZ32308.1	KEG13690.1	KAG5510103.1	KAG5484735.1	KAG5485343.1	KPA76958.1	ORC88568.1
9	9	0.666	*	CCW67898.1	XP_001563369.2	CBZ32746.1	KEG08313.1	KAG5509416.1	KAG5483327.1	KAG5483754.1	KPA77267.1	ORC86294.1
9	9	0.666	*	CCW69126.1	XP_001563935.1	CBZ33315.1	KEG12163.1	KAG5507542.1	KAG5480978.1	KAG5481300.1	KPA78436.1	ORC92598.1
9	9	0.666	*	CCW69924.1	XP_001569145.1	CBZ38964.1	KEG09161.1	KAG5490659.1	KAG5464354.1	KAG5465088.1	KPA81579.1	ORC81681.1
9	9	0.666	KNH01797.1	CCW71114.1	XP_001565835.1	*	KEG09695.1	KAG5501413.1	KAG5475294.1	KAG5475554.1	KPA73463.1	ORC91651.1
9	9	0.666	KNH09421.1	CCW67814.1	XP_001563590.1	CBZ32964.1	KEG13913.1	KAG5509165.1	*	KAG5483102.1	KPA75040.1	ORC88208.1
9	9	0.665	*	CCW66294.1	XP_001565005.2	CBZ34121.1	KEG12296.1	KAG5504969.1	KAG5479089.1	KAG5479249.1	KPA85727.1	ORC87952.1
9	9	0.665	*	CCW71217.1	XP_001561981.2	CBZ31631.1	KEG10351.1	KAG5511176.1	KAG5486703.1	KAG5487255.1	KPA83639.1	ORC85270.1
9	9	0.664	KNH05734.1	*	XP_001568133.1	CBZ37925.1	KEG10571.1	KAG5492439.1	KAG5466607.1	KAG5466056.1	KPA85858.1	ORC84718.1
9	9	0.664	KNH09500.1	CCW70352.1	XP_001564859.1	CBZ33970.1	*	KAG5505785.1	KAG5479472.1	KAG5479859.1	KPA78319.1	ORC89548.1
9	9	0.663	*	CCW66856.1	XP_001563160.1	CBZ32517.1	KEG06682.1	KAG5509503.1	KAG5483979.1	KAG5484291.1	KPA76556.1	ORC86197.1
9	9	0.663	*	CCW69615.1	XP_001564039.1	CBZ33414.1	KEG15158.1	KAG5507643.1	KAG5481076.1	KAG5481398.1	KPA78595.1	ORC92702.1
9	9	0.662	*	CCW66571.1	XP_001564445.1	CBZ37667.1	KEG13555.1	KAG5493948.1	KAG5468254.1	KAG5467853.1	KPA82256.1	ORC93597.1
9	9	0.662	*	CCW67771.1	XP_001563527.1	CBZ32897.1	KEG07221.1	KAG5509104.1	KAG5482883.1	KAG5483037.1	KPA75142.1	ORC88138.1
9	9	0.662	*	CCW67985.1	XP_001566714.1	CBZ36096.1	KEG13044.1	KAG5498582.1	KAG5472293.1	KAG5472671.1	KPA83065.1	ORC91002.1
9	9	0.662	*	CCW68490.1	XP_001562132.1	CBZ31927.1	KEG07719.1	KAG5510821.1	KAG5485801.1	KAG5486478.1	KPA74679.1	ORC86485.1
9	9	0.662	*	CCW69903.1	XP_001569119.1	CBZ38937.1	KEG12821.1	KAG5490632.1	KAG5464327.1	KAG5465061.1	KPA81542.1	ORC90413.1
9	9	0.662	*	CCW70399.1	XP_001567857.1	CBZ34029.1	KEG11977.1	KAG5505842.1	KAG5479526.1	KAG5479916.1	KPA78410.1	ORC84149.1
9	9	0.662	*	CCW70695.1	XP_001567589.1	CBZ36957.1	KEG12960.1	KAG5496275.1	KAG5470618.1	KAG5470202.1	KPA84791.1	ORC88255.1
9	9	0.662	*	CCW71108.1	XP_001565842.1	CBZ35219.1	KEG09838.1	KAG5501423.1	KAG5475304.1	KAG5475564.1	KPA80878.1	ORC91661.1
9	9	0.661	*	CCW68168.1	XP_001566951.1	CBZ36348.1	KEG08563.1	KAG5498825.1	KAG5472544.1	KAG5472924.1	KPA83447.1	ORC90734.1
9	9	0.661	*	CCW71219.1	XP_001561978.1	CBZ31628.1	KEG10355.1	KAG5511173.1	KAG5486700.1	KAG5487252.1	KPA83636.1	ORC85265.1
9	9	0.661	KNH07142.1	*	XP_001569105.1	CBZ38923.1	KEG11092.1	KAG5490618.1	KAG5464312.1	KAG5465046.1	KPA81523.1	ORC90401.1
9	9	0.659	*	CCW69906.1	XP_001569123.1	CBZ38941.1	KEG12824.1	KAG5490636.1	KAG5464331.1	KAG5465065.1	KPA81547.1	ORC90416.1
9	9	0.658	*	CCW66816.1	XP_001563201.2	CBZ32564.1	KEG10362.1	KAG5509560.1	KAG5484037.1	KAG5484342.1	KPA76485.1	ORC86121.1
9	9	0.658	*	CCW68003.1	XP_001566737.1	CBZ36119.1	KEG13504.1	KAG5498604.1	KAG5472316.1	KAG5472694.1	KPA83102.1	ORC90978.1
9	9	0.658	*	CCW69738.1	XP_001561634.1	CBZ31292.1	KEG15553.1	KAG5511914.1	KAG5487728.1	KAG5488025.1	KPA73635.1	ORC93341.1
9	9	0.658	KNH06230.1	CCW72113.1	*	CBZ34078.1	KEG08204.1	KAG5504927.1	KAG5479046.1	KAG5479200.1	KPA85639.1	ORC87896.1
